County,FIPS,Cancer Incidence Rate Per 100k,Breast Cancer Incidence Rate Per 100k,Leukemia Incidence Rate Per 100k,Lung Cancer Incidence Rate Per 100k,Non-Hodgkin Lymphoma Incidence Rate Per 100k,Prostate Cancer Incidence Rate Per 100k,Insecticide Sum,Herbicide Sum,Fungicide Sum
"McDonough County, Illinois(7)",17109,437.1,113.3,8.4,54.9,14.3,96.2,9190.3,339315.0,2640.1000000000004
"Rusk County, Wisconsin(6)",55107,437.0,113.3,8.4,54.9,14.3,96.2,843.9999999999999,53823.19999999998,443.90000000000003
"Neshoba County, Mississippi(6)",28099,437.0,113.3,8.4,54.9,14.3,96.1,44.9,10429.9,11.0
"Dewey County, Oklahoma(6)",40043,436.9,113.3,8.3,54.8,14.3,96.1,2106.6999999999994,18173.300000000003,856.0999999999999
"Hampden County, Massachusetts(7)",25013,436.8,113.2,8.2,54.8,14.3,96.1,245.3,2336.3,119.69999999999999
"Grady County, Georgia(7)",13131,436.7,113.2,8.2,54.8,14.2,96.1,13922.200000000003,79458.79999999999,5301.5
"Clarke County, Mississippi(6)",28023,436.7,113.1,8.1,54.8,14.2,96.0,21.400000000000002,1531.4,18.700000000000003
"Galveston County, Texas(7)",48167,436.7,113.1,8.1,54.8,14.2,96.0,16.2,7942.7,1.0
"Hart County, Georgia(7)",13147,436.6,113.1,8.0,54.7,14.2,96.0,1150.5,12891.2,410.29999999999995
"Delaware County, Ohio(6)",39041,436.6,113.1,7.9,54.7,14.2,96.0,1742.0000000000002,80929.3,1679.1
"Tripp County, South Dakota(6)",46123,436.5,113.0,7.9,54.7,14.2,96.0,2401.6000000000004,196380.40000000002,1941.2000000000003
"Bamberg County, South Carolina(6)",45009,436.5,113.0,7.8,54.6,14.2,95.9,7426.2,43234.0,999.4
"Hickman County, Kentucky(7)",21105,436.4,113.0,7.3,54.6,14.1,95.9,1753.6,245496.49999999997,5383.3
"Butler County, Nebraska(6)",31023,436.3,113.0,6.9,54.5,14.1,95.8,2697.2999999999997,370665.99999999994,4818.5
"Westmoreland County, Pennsylvania(6)",42129,436.3,112.9,6.4,54.5,14.1,95.8,1796.6000000000001,28806.499999999996,839.8000000000001
"New York County, New York(7)",36061,436.2,112.9,6.3,54.5,14.1,95.8,0.0,0.0,0.0
"Attala County, Mississippi(6)",28007,436.2,112.9,4.5,54.5,14.1,95.8,3674.6999999999994,21905.100000000002,277.79999999999995
