AREA_FIPS_CODE,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
19087,5773,,,51674.3,46764.8,508.5,568.3,64.6,,,1.7,488.1,0.4,93.4,1168.8,,,,,8936.1,,,3371.5,8626.2,5254.7,,,,,,23.5,,,,61287.5,0.1,,311.1,95.7,215.8,,,246.7,,,7669.4,33705.8,26036.4,835.4,0.1,,327.4,,7.2,565.9,857.8,,498.9,1742.6,,81.1,24.7,,345.3,35.6,17.1,,44,213.6,268483.1
19089,2873.7,,0,49549.9,29158.2,932,257.8,100.2,,,1.1,9.4,0.3,33.2,1527.2,,0,,,6711.6,,,3019.5,4080.5,1061.1,21,,2.8,,,27.9,,,,95542.1,0.7,,472.9,54.5,256.6,93.8,0.3,223.7,,,3052.6,21708.4,18655.7,596.8,1.5,,210.3,,,846.3,1091.8,0.1,811.1,1694.5,,328.8,233.3,,650.1,124.8,29.5,,8.8,128.9,246185.3
19091,1027.7,,,55942.7,32189,969.2,308.4,95.4,,,,5.9,0,25.4,1650.4,,,,,6794.7,,,3160.8,7083.5,3922.7,2.2,,,,,,,,,102267.9,0.1,,473.9,89.5,315.4,113.2,,95,,,1942.3,39615.7,37673.4,2113.9,,,280.6,,,996.8,1010.6,,4948.8,1183.6,,263.9,413,,1618.1,145.5,27.3,,10.9,569.1,309346.5
19093,10574.9,,,41664.7,27613.5,2081.4,127.7,268.3,,,,,,29.5,3035.8,,,,,3109.8,,,5383.6,9010.5,3626.9,,,,,,,,,,113746.5,,,238.6,85.2,310.7,,,93.5,,,2536.2,36960.5,34424.2,1383.4,,,172.7,,,2088,538.4,,4410.4,1428.9,,145.9,289.3,,1746,90.6,14.7,,16.5,193.8,307440.6
19095,13223.7,,,32856.5,51713.1,467.9,530,36.5,,,1.8,5.6,0.4,50.2,776.5,,,,,8970,,,2609.6,6780.6,4170.9,33.2,,,,,31.9,,,,91901.4,0,,336.8,83.2,293.6,105.3,,79.9,,,3914.5,35165.2,31250.6,364.8,0.1,,318.2,,,509.3,1204.2,,701,2313.8,,250.1,344.8,,555.8,8.6,26.9,,63.9,480.6,292531
19097,10160.8,,,30297.7,51320.6,348.8,296.8,25.9,,,1.1,3.4,0.2,27.9,706.2,,,,,5676.3,,,2590.8,5816.3,3225.5,69.8,,,,,17.7,,,,72762.5,0,,186.9,46.1,162.9,58.5,,79.3,,,3416.3,30132,26715.7,269.6,0.1,,378.1,,,394,932,,696,1309.5,,191.7,342.3,,551.8,4.8,14.9,,102.1,418.4,249751.3
19099,9791.9,,,74606.7,50122.4,1755.7,413.3,136.6,,,,4.5,0.2,59.5,2117.7,,,,,14226.2,,,8075.4,12680.3,4604.9,22.2,,,,,46,,,,140761.1,,,739.4,153.6,422.7,151.7,,260.3,,,9746.7,35500.9,25754.3,1419.1,,,518.2,,,1970.3,1022.7,,6615.6,3024.9,,364.3,121.8,,1723,71.3,19.6,,54.6,1167.1,410246.7
19101,5376.6,,,47987.8,43387.9,474.9,550.9,60.7,,,2.3,451.1,0.2,88,1090.4,,,,,8397.9,,,3128.4,8015.5,4887.1,,,,,,22.1,,,,57291.8,0,,294.8,90.1,203.1,,,229.2,,,7182.7,31418.8,24236.1,785.1,0,,301.8,,2.2,528.2,798.9,,462.9,1639.8,,77,22.9,,320.4,33.1,16.1,,29.1,199.7,250085.6
19103,11825.4,,,30186.6,47546.6,433.3,484.6,34,,,4.7,11.5,0.5,45.9,725.1,,,,,8181.5,,,2400,6224,3824,35.9,,,,,29.2,,,,84387.3,0.3,,307.7,76,268.3,96.3,,73.5,,,3582.9,32276.5,28693.7,334.3,1.9,,310.4,,,468.9,1106,,644.7,2114.6,,231.9,317.1,,511.1,7.9,24.6,,35.4,442.5,268306.6
19105,12659.8,,,40766.2,69231.1,464.6,388.8,34.3,,,1.1,1.4,0,36.6,820.4,,,,,7433.5,,,3495.2,7803.9,4308.6,40,,,,,23.3,,,,95507.1,0.1,,245.7,60.6,213.9,76.7,,107,,,4587.7,40419.4,35831.8,359.6,0.3,,374.9,,,525.9,1244.8,,938.9,1721,,255.5,461.8,,744.4,6.3,19.6,,66.3,561.7,331839.8
19107,8391.5,,,81981.2,74786.7,781.1,801.5,96.2,,,2.8,777.1,0.4,131.4,1700.2,,,,,12626.7,,,5392.6,13763,8370.4,,,,,,33,,,,91406.9,0.1,,437.5,134.6,303.4,,,394.8,,,11122.6,51669.8,40547,1195,0.1,,497,,,867.8,1332.8,,798,2457.9,,117.7,39.5,,552.3,55.7,24.1,,66.3,326.7,413983.4
19109,2161.4,,,128990.6,74357.9,2092.6,628.7,213.4,,,0.2,7.5,0,51.7,3539.9,,,,,13985.3,,,7301.4,15800.7,8499.4,11,,,,,,,,,222426.5,0.3,,965.5,182.4,642.6,230.4,,219.3,,,4408.4,85785.1,81376.6,4333.2,,,639.3,,,2167.4,2220.7,0.1,11431.7,2428.8,,571.8,954.1,,3737.2,310.9,55.6,,23.7,1237.7,683991
19111,5634.3,,,48470.5,43697.1,491.6,564.9,64.1,,,9.6,453.4,0.2,92.5,1124.7,,,,,8823.5,,,3150.9,8071,4920.1,,,,,,23.2,,,,59166.6,0.1,,307.9,94.9,213.6,,,233.2,,,7468.9,32092.9,24624.1,821.7,0.1,,303.6,,,545,815.1,,466.3,1722.5,,86.5,23.1,,322.7,33.7,16.9,,40.4,207.6,255199
19113,14854.1,,,43640.2,71646.9,556.8,547.2,42,,,1.1,30,1.9,51.7,924.9,,,,,9718.6,,,3615.4,8654.3,5039,29,,,,,32.9,,,,110771.8,0.2,,346.9,85.9,302.5,108.5,,110.7,,,5034.8,44920.1,39885.3,431.7,1.2,,377.8,,,615.4,1456.5,,971.2,2404.3,,299.9,477.7,,770,8.9,27.7,,35.1,617.9,369448
19115,5562.9,,,53838.1,49012.3,526.6,544.1,64.1,,,1.1,506.1,,89.1,1111.9,,,,,8528.2,,,3534.5,9025.6,5491.2,,,,,,22.4,,,,60907.8,0.1,,296.5,96.6,205.6,,,258.6,,,7471.5,34288.2,26816.8,841.5,0.1,,310.9,,,574.1,879.6,,523,1664.6,,78.7,25.9,,362,36.7,16.3,,16.3,216.4,273746
19117,4873.3,,,8585.8,8180.7,89.5,120.6,33.8,,,2.2,5.9,,40.1,1420.8,,,,,2097.7,,,1088.1,2077.9,989.8,,,,,,,,,,22934.8,,,118,49.2,123.4,,,4.8,,,5045.3,12237.9,7192.6,290.4,0.2,,133.1,,,124.7,92.7,,169.1,728.8,,50.6,75,0.9,231,12,9.8,,96.6,65.6,79392.7
19119,7787,,,67477.3,31843.1,1295,143.8,65.4,,,3,,,33.8,2451.7,,,,,6713.9,,,3867.4,6798.7,2931.3,,,,,,,,,,102609.7,0,,327.1,108.7,350.2,,,61.5,,,3481.3,19963.3,16482,1498.8,,,142,,,1243.3,649.1,0.1,6055.1,3017.3,,268.6,947.1,,2516.4,420,17.2,,63,400.4,292033.6
19121,10008,,,20987.1,22657.7,188.3,209.4,71.3,,,2.1,6.2,,69.7,2257.4,,,,,3563.8,,,3015.9,5282,2266.1,,,,,,,,,,48431.2,,,204.8,85.5,214.2,,,12.6,,,10999,26087.9,15088.8,533.6,1.8,,205.8,,,243.6,173,,468.6,1278.2,,92.4,208,1.2,640.3,29.7,17,,118.6,143.9,175864.7
19123,8707,,,87621.2,80086.6,825.5,828.1,100.6,,,1.3,826.5,,135.8,1765.6,,,,,13054.2,,,5775.2,14729.5,8954.2,,,,,,34.1,,,,96041.3,0.1,,452.1,139.1,313.5,,,422.3,,,11613.3,54724.5,43111.2,1240.9,0.1,,520.5,,2.5,917.4,1415.6,,854.6,2542.3,,121,42.3,,591.5,59.3,24.9,,46.6,344.9,438987.2
19125,10475.6,,,22671.2,24905,200.4,214.7,75.4,,,0.9,22.8,,71.4,2243,,,,,3484.3,,,3299.5,5723.5,2424,,,,,,,,,,51094.8,,,209.9,87.7,219.6,,,13.5,,,11718,27709.1,15991.2,553.1,3.6,,210.2,,,254.2,179.4,,512.7,1312.7,,95.2,227.5,0.6,700.5,32,17.4,,63.3,153.1,187171
19127,8287.6,,,64634.7,43501.7,1512.6,351.7,118.4,,,,1.6,0.1,50.7,1781.8,,,,,12081.3,,,7009,10966.3,3957.2,14.9,,,,,39.1,,,,120772.5,0,,629.3,130.8,359.7,129.1,,225.9,,,8324.8,30592.8,22268.1,1211.5,,,439.9,,,1696.6,883.1,,5742,2576,,313.2,105.7,,1495.5,61.6,16.7,,29.2,1009.7,353322.4
19129,14022.5,,,18354,26076.7,459.1,398.7,62.3,,,1.8,1,,103.2,788.8,,,,,10034.1,,,1961.9,3362,1400.1,,,,,,,,,,76780.4,,,170.4,59.6,282.6,,,81.3,,,6921,26135.7,19214.8,215,0.2,,94.9,,,368.5,660.4,0,3071.8,1147,,97.2,157.2,0.1,796.1,45.1,48.8,,21.5,296.1,213691.9
19131,1015.2,,,62130.1,35920.6,901.8,238,97.9,,,0.2,21.2,0,19.6,1509.9,,,,,5437.3,,,3525.9,7197.5,3671.7,15.8,,,,,,,,,97020.9,1.1,,365.5,70.8,243.6,87.3,,106,,,2069.5,37029,34959.5,1666.9,,,318.3,,,943.8,984.6,0.1,5520.4,936.8,,246.9,460.7,,1805.5,130.7,21.1,,24.1,538.2,307254
19133,15146.3,,,59851,39811.1,2888.7,164.6,374.9,,,2.7,5.3,,38,3936.4,,,,,4120.4,,,7760.3,12846.2,5085.9,,,,,,,,,,156391.8,,,307.6,109.9,400.5,,,135.1,,,3387.7,50535.3,47147.7,1797.2,,,212.1,,,2900.9,740.2,,6357.5,1851.5,,196.2,417,,2516.7,121.8,18.9,,26.9,258.8,427863.1
19135,3892.9,,,7979.5,8596,70.9,80.1,27.2,,,,5.3,,26.7,1005,,,,,1513.1,,,1143.3,2005.2,861.9,,,,,,,,,,18812.3,,,78.3,32.7,81.9,,,4.7,,,4187.1,9938.3,5751.2,204,,,103.3,,,92.8,66,,177.7,488.9,,35.1,78.8,0.9,242.8,11.3,6.5,,91.7,54.3,67747.7
19137,14647.9,,,20130.4,28887.2,477.5,389.7,64.4,,,,0.6,,100.9,853.4,,,,,9930,,,2173.9,3548.2,1374.3,,,,,,,,,,79275.7,,,166.6,58.2,276.2,,,89.7,,,7322.4,28038.8,20716.4,237.3,0.2,,102.6,,,373.9,677.7,,3403.7,1125.9,,97,174.2,0.4,882.1,46.9,47.7,,83.4,316.2,226091.6
19139,9478.5,,,24746.5,39123.9,359.3,392.8,27.1,,,1,23.3,1.6,36.9,561,,,,,6601.2,,,1973.7,5088.6,3114.8,13.3,,,,,23.5,,,,68189,0.1,,248.3,65.8,216.1,77.5,,60.4,,,2930.3,26510.2,23580,302.2,0.6,,211.4,,,380.5,905.6,,530.2,1704.1,,186.2,260.8,,420.4,6.3,19.8,,19.5,360.6,218752.9
19141,8184,,,61784.4,28332.5,1274.5,170.5,62.3,,,,5.3,0.2,40.1,2623.4,,,,,7675.4,,,3441.1,6090.1,2649,,,,,,,,,,103981.8,0,,384.5,128.8,414.8,,,54.3,,,3646.3,20579.6,16933.2,1738.3,,,143.3,,,1236.3,702.4,,5387.7,3551.4,,263.7,842.7,,2239,481.9,20.2,,47.6,401.7,285512.3
19143,5021.5,,,48795.6,22744.5,966.3,117.3,48.1,,,,,,27.6,1861.3,,,,,5334.6,,,2762.7,4870.3,2107.6,,,,,,,,,,77543,,,263.8,88.6,285.4,,,43.6,,,2672,15219.4,12547.3,1209.1,,,98.9,,,932.3,506,,4325.6,2452.2,,199.1,676.6,,1797.7,337.1,13.8,,15.9,301.3,216186.1
19145,18201,,,24540.3,35122.3,591.1,489.7,79.9,,,2.2,5.9,,126.8,1050.3,,,,,12531.9,,,2642.6,4367.4,1724.8,,,,,,,,,,98220.8,,,209.3,73.2,347.1,,,109.4,,,9005.1,34370.4,25365.3,289.9,0.2,,125.5,,,466.5,840.6,0.1,4137.5,1413.2,,122.4,211.7,0.6,1072.3,57.9,59.9,,151.1,388.4,278514.6
19147,5909.8,,,65092.7,30698.1,1251.5,139.4,63.2,,,3.2,5.3,0.2,32.8,2307.3,,,,,6428.4,,,3728.4,6556.2,2827.8,,,,,,,,,,98987.7,0,,313.9,105.3,339.5,,,58.9,,,3360.1,19292.6,15932.5,1452,,,123.8,,,1201.9,634.9,0.1,5837.6,2924.2,,267.7,913.1,,2426,406.8,16.5,,16.8,386.9,280043.1
19149,15246.8,,,97272.5,44794.6,1986.6,259.6,97.5,,,2.8,5.3,0.2,61,4088.1,,,,,11852.1,,,5440.7,9619.1,4178.4,,,,,,,,,,161580.9,0,,588.1,196.1,631.8,,,86.3,,,5634.8,31873,26238.1,2653.6,,,231.4,,,1924.2,1081.7,0.1,8518.5,5411.5,,413.6,1332.4,,3540.2,736.6,30.9,,147.4,624.8,448381.3
19151,7567.5,,,73905.5,34188.3,1492.3,205.8,73.7,,,,5.3,0.2,44.6,2926.9,,,,,8544,,,4152.4,7343.1,3190.7,,,,,,,,,,120568.4,0,,427.7,143.5,462.2,,,65.6,,,4193.1,23795.9,19602.6,1946.8,,,151.7,,,1443.4,800.9,0.1,6501.3,3962.1,,308,1016.9,,2701.9,541.2,22.3,,11,467.5,332774.4
19153,4463.3,,,32647.6,21767.2,786.8,194.3,59.8,,,,5.3,0.2,28,970.8,,,,,6577.4,,,3506.5,5589.9,2083.4,8.1,,,,,21.6,,,,63606.8,0,,347.6,72.2,198.7,71.3,,113,,,4518,15883.9,11366,659.6,,,226.2,,,884,453.3,,2872.7,1418.6,,164.9,52.9,,748.2,31.4,9.2,,18,513.6,182940.3
19155,33580.9,,,49978.4,72616.2,1108.2,817.8,147.7,,,2.2,5.9,,211.7,1802.8,,,,,20872.8,,,5464.2,8369.9,2905.6,,,,,,,,,,180403.6,,,349.5,122.2,579.6,,,225.9,,,17351.5,67659.7,50308.2,510.3,0.2,,201.7,,,837.9,1535.9,0.1,8555.4,2379.5,,215.7,437.8,0.5,2217.3,108.7,100,,110,759.3,532854.8
19157,7953.6,,,62867.6,42496.5,1452.1,327.3,115.2,,,0.2,0.5,0,47.1,1775.8,,,,,11424.1,,,6846.5,10620.3,3773.8,30.7,,,,,36.4,,,,115804.9,0.1,,585.5,121.7,334.7,120.1,,220.7,,,7823.2,29384.9,21561.6,1135.9,,,458.6,,,1626.3,852.7,,5608.9,2400.8,,298.6,103.3,,1460.8,59.7,15.5,,51.3,979,340776.5
19159,8070.5,,,15920.1,16569.3,148.8,178.8,56.6,,,2.2,,,59.5,1951.6,,,,,3133.3,,,2205.7,3960.9,1755.2,,,,,,,,,,38476.1,,,174.8,72.9,182.9,,,9.4,,,8656.5,20673.9,12017.4,445.6,,,173,,,199,143.7,,342.7,1087,,77.4,152.1,1.4,468.3,22.5,14.5,,137.4,112.5,137653.5
19161,12997.4,,,58583.9,38906.9,2869.3,169.1,371.3,,,0.2,0.5,,39.1,3995.4,,,,,4073.8,,,7584.8,12615.3,5030.5,,,,,,,,,,155940,,,315.8,112.8,411.8,,,131.7,,,3429.8,50545.7,47116.1,1831.7,,,215.8,,,2880.4,738.4,0.1,6213.7,1897.2,,196.3,407.6,,2459.8,122.7,19.4,,15.1,261.1,422500.5
19163,10121,,,29704.8,48578,382.7,397.7,29.3,,,2.3,5.8,0.3,36.1,605.1,,,,,6740.8,,,2451.8,5920.5,3468.7,9.5,,,,,23,,,,75755.5,0.1,,244.3,59.9,211.3,75.8,,75,,,3443.1,30659.2,27216.1,296.4,0.7,,231.9,,,423.1,999.8,,658.6,1678.3,,207.3,323.9,,522.2,6.2,19.4,,13.8,422.5,252021.8
19165,13351,,,59757,39672.5,2937.4,174.4,379.8,,,,5.3,,40.3,4135.8,,,,,4195.4,,,7733.3,12877,5143.7,,,,,,,,,,159801.6,,,325.8,116.4,424.8,,,134.3,,,3518.3,51820.2,48301.9,1891.3,,,226.8,,,2948.3,756.5,0.1,6335.4,1955.6,,201.9,415.6,,2508,126,20,,15.6,268.5,432515.8
19167,8673.4,,,82295.6,38781.5,1585,177.8,79.9,,,2.5,2.2,0.1,41.8,3067.8,,,,,8239.9,,,4710.6,8283.7,3573.2,,,,,,,,,,125808.9,0.1,,406.7,134.4,433.1,,,74.8,,,4266.3,24481.6,20215.2,1850.4,,,185,,,1522.4,797.7,0.2,7375.3,3727.9,,327.2,1153.6,,3065.1,518.2,21.4,,52.4,490.2,356423.1
19169,7881,,,68749.9,46941,1538.1,319.6,126.3,,,2.7,2.9,0.1,46,1641.1,,,,,11271.3,,,7562.3,11495.1,3932.9,9.3,,,,,35.5,,,,119721,0,,572.2,118.9,326.8,117.3,,244.1,,,7831.8,31151.3,23319.5,1132.2,,,448.2,,,1718.1,918.1,,6195.3,2354.2,,313.5,114.1,,1613.5,64.8,15.2,,15.5,1062.7,360923.4
19171,9774.2,,,72640.4,48610.1,1730,418.2,133,,,,,,60.2,2180,,,,,14287.6,,,7832.3,12395.7,4563.4,30.9,,,,,46.5,,,,139849.9,,,748.3,155.5,427.7,153.5,,252.4,,,9788.8,34969.8,25181,1427.5,,,524.5,,,1943.4,1002.2,,6416.5,3057.2,,361.2,118.2,,1671.2,69.6,19.8,,51.6,1139.9,404032.2
19173,13653,,,18413.9,26414.7,438.7,358,59.2,,,2.2,,,92.7,879.1,,,,,9300.2,,,1987.9,3250.2,1262.3,,,,,,,,,,73004.5,,,153,53.5,253.7,,,82.4,,,6706.4,25666.7,18960.3,244.9,,,110.8,,,344.3,621.5,,3112.4,1034.2,,90.5,159.3,0.9,806.6,43,43.8,,202.2,290,208097
19175,7822.6,,,16923.6,18692.9,145.1,155.3,55.7,,,,,,51.7,1663.9,,,,,2729.7,,,2488.3,4291.2,1802.9,,,,,,,,,,37968.7,,,151.9,63.3,158.8,,,10.2,,,8656.9,20418.3,11761.4,402,,,149.5,,,186.3,130.8,,386.7,950.8,,69.2,171.6,1.1,528.3,23.9,12.6,,109.1,112.5,139246.8
19177,4131.2,,,31466.3,28097.9,329.4,412.4,44.1,,,3.8,295.7,0.4,67.8,875.3,,,,,6475.5,,,2025.6,5204.7,3179.1,,,,,,17,,,,41233.9,0.1,,225.8,69.5,156.6,,,149.1,,,5323.6,21665.5,16341.9,593.6,0.1,,257.1,,2.2,366.5,541.9,,299.7,1259.9,,59.4,14.8,,207.5,22.2,12.4,,80.7,139.4,171649.6
19179,4190.9,,,38940.8,35399.6,376.4,404.2,46.9,,,,370.9,0.4,66,899.7,,,,,6341.4,,,2552.3,6521.5,3969.2,,,,,,16.6,,,,44738.4,0.1,,219.9,67.7,152.5,,,186.4,,,5502,24935,19432.9,595.6,0.1,,280.7,,,418.1,639.2,,377.7,1233.5,,57.3,18.7,,261.4,26.7,12.1,,50.5,157.3,199460.6
19181,9123.4,,,18967.8,20262.1,171.3,196.1,65.3,,,2.2,6,,65.2,2040.2,,,,,3210.4,,,2696.3,4756.2,2059.9,,,,,,,,,,44081.3,,,191.8,79.9,200.6,,,11.4,,,10045.9,23876.8,13831,496,0.3,,173.5,,,225,160.6,,419,1195.6,,86,185.9,0.7,572.5,26.8,15.9,,74.8,130.8,159704.5
19183,7775.7,,,78145.2,71410.8,738.2,741.5,90.4,,,2.7,737.8,0,121.5,1609.6,,,,,11680.9,,,5149.5,13134.6,7985.1,,,,,,30.5,,,,85821.2,0.1,,404.6,124.5,280.6,,,377,,,10383.5,48854.9,38471.4,1110.3,0.1,,485.9,,2.2,819.9,1263.7,,762,2275.3,,109.4,37.7,,527.4,52.9,22.3,,38.8,308.6,391888.3
19185,8574.1,,,17901.8,19318.7,159.3,178.8,60.8,,,2.2,5.9,,59.5,2015.5,,,,,3113.2,,,2570.7,4503.4,1932.7,,,,,,,,,,41519.2,,,174.8,72.9,182.9,,,10.9,,,9382.3,22253,12870.7,455.4,0.2,,188.5,,,207.9,147.7,,399.5,1091.3,,78.8,177.3,1.2,545.8,25.3,14.5,,123,122.3,150442
19187,10565.6,,,85794.7,57968.9,1983.4,448.5,157.2,,,,,,64.6,2197.9,,,,,15422.3,,,9340.3,14500.1,5159.8,4.7,,,,,49.9,,,,156862.5,0,,803,166.8,458.8,164.6,,301.1,,,10704.7,40140,29435.3,1555.6,,,552.7,,,2222.5,1164.7,,7651.9,3289.7,,408.2,140.9,,1992.9,81.5,21.3,,11.2,1336.4,463124.2
19189,843.8,,,50819.2,29296.7,820.6,246.2,84,,,,5.8,0,20.2,1383.1,,,,,5461.1,,,2876.7,6209.8,3333,2.4,,,,,,,,,87149.1,0.1,,376.5,71.1,250.9,89.9,,86.4,,,1734.8,33642.1,31907.2,1691.7,,,247.8,,,850.4,871.8,0.1,4504.1,948.2,,224.2,375.9,,1472.7,121.8,21.7,,9.2,485.4,268535.7
19191,2584.8,,0,57663.5,35891.8,999.2,173.9,109.1,,,1.5,2.7,0,22.5,1792.7,,0,,,5577.6,,,3716.6,4676.1,959.5,68.6,,1.4,,,18.9,,,,97556.5,0.3,,321.3,36.9,174.3,63.7,0.3,275.3,,,3158.8,22911.3,19752.5,471.3,0.8,,283.2,,,922.9,1149.5,0.1,998.4,1187.5,,302.5,287.2,,799.8,112.4,19.8,,31.1,137.6,265215.7
19193,20361.1,,,70018.8,46529.7,3411.1,198.5,441.9,,,2.7,5.3,,45.9,4728.5,,,,,5078.8,,,9070.2,15058.7,5988.5,,,,,,,,,,185167.4,,,370.7,132.5,483.3,,,157.9,,,4042.5,59916.3,55873.8,2160,,,257.6,,,3424.3,876.4,0.1,7430.6,2228.5,,234,487.4,,2941.6,145.1,22.8,,44.5,309,507646
19195,927.2,,,46108.9,26529.1,800.7,255.2,78.7,,,,5.9,0,21,1375.5,,,,,5624.7,,,2604.9,5844.8,3239.9,8,,,,,,,,,84735.3,0.1,,392.2,74.1,261.3,93.7,,78.3,,,1601.7,32721.2,31119.4,1749.3,,,242.2,,,823.2,834.3,0.1,4078.5,979.1,,217.9,340.4,,1333.6,120.3,22.6,,16.8,469.9,255730
19197,1350.7,,,77011.9,44372.1,1269.1,386.7,128.4,,,,5.3,0,31.8,2147.4,,,,,8589.2,,,4357.3,9508.8,5151.5,3.8,,,,,,,,,134603,,,594.2,112,395.5,141.9,,130.9,,,2641.9,51999.2,49357.2,2663.4,,,378.2,,,1312.6,1341.3,,6822.2,1492.5,,346.6,569.4,,2230.4,189.1,34.2,,17.6,749.5,412436.8
20001,3765.4,28636.3,,5751.3,13006.5,425.6,,61.1,,,30.7,2.6,28.7,29.4,1163.5,,,,,12054.8,,,,1815.9,1815.9,65.6,,,37.8,,,,,,46306.1,,24.2,520,194.2,,,,58.3,,0.4,3026.7,10352.2,7325.5,3264.2,,,73.7,,4.6,460.2,165.7,,,1229.2,20.6,36,,,,,86.1,,66.4,182.5,142087.9
20003,7988.2,41293.8,,10680.2,28603.8,281.3,,54.5,,,25.3,2.6,3.5,37.6,337,,,,,14257.4,,,,1159,1159,472.8,,,55,,,,,,77909.7,,45.8,71.6,39.2,,,,60.7,,,8075.1,50435.9,42360.8,1166.4,,,141.3,,20.3,296.4,296.6,,,862.2,30.8,41,,,,,124.1,,30.2,77.6,288496.7
20005,16334.7,32884.8,,21814.4,52608.2,637.4,,73.3,,,18.6,,,147.5,2464.7,,,,,20058.3,,,129.7,1935.7,1806,609.3,,,14.1,,,,,,77512.2,,29.1,96.7,32.2,,,,93.1,,,8723.6,35789.2,27065.5,566.7,,,120.4,,9.9,447,437,,,3078,0.5,66.8,,0.9,,26.7,38.4,,11,77.8,305759.4
20007,10652.3,7811.1,,5643,9360.3,798.5,,87.7,,,2186.8,,13.8,3.1,1668,,,,,5682.5,23.3,,,1509.1,1509.1,240.6,,,180.6,,,,,,31982.7,,143.7,22.5,372.2,,,,1.4,2057.4,,1220.8,8052.7,6831.8,681.6,,,44,,152.7,810.9,108.3,,,221,12.8,478.7,,,,,19.7,,221.5,565.4,101371.6
20009,25454.5,18019.1,,21716.4,33266.5,418.3,,104.6,,,3399.1,,40.9,3.2,3019.6,,,,,14266.4,,,,4577.8,4577.8,1521.7,,,426.9,,,,,,94197,,355.5,135.9,68.4,,,,641.1,,,2287,16221.8,13934.8,1128,,,319.9,,1254.1,519.1,165.4,,,282.3,35.2,485.3,,,,,54.2,,60.4,493.7,263451.9
20011,3349.2,20621.8,,3681.9,7157.5,281.1,,38.7,,,24.1,2.6,21.6,21.2,800,,,,,8555.4,,,,1407.5,1407.5,31.7,,,18,,,,,,31540.3,,11.5,372.8,139.8,,,,26.8,,0.4,1740.4,6232,4491.6,2329.4,,,42.5,,32.6,294.3,99.5,,,881.6,10.4,16.4,,,,,62,,116.7,110.6,95971.4
20013,30957.9,58562,,43130.7,105370.1,1170.2,,140.2,,,13,,,262.7,4790.3,,,,,36757.2,,,260.5,3765.8,3505.3,1206.8,,,28.1,,,,,,146232.6,,57.8,172.8,57,,,,181.7,,,17069.2,68995.7,51926.5,1015.2,,,174.3,,,835.5,829.2,,,5501.6,,125.8,,0.7,,53.7,68.4,,8,139.6,583366.1
20015,9371.2,44323,,14657.5,41073.9,831.4,,134.7,,,200.4,2.6,46,45.5,2244.3,,,,,20468.3,1.4,,,3200.7,3200.7,213.2,,,132.5,,,,,,83385.4,,84.1,817.6,320.3,,,,246,,0.4,7696.7,26707.8,19011.3,5139.3,,,189.7,,55.2,1050.8,397.6,,,1925.1,63.8,158.3,,,,,133.8,,301.8,500.4,288332.7
20017,3154.4,14772.7,,3000.3,7531.5,87.1,,18.1,,,38.9,2.6,0.3,13.4,120,,,,,4948.7,,,,338.8,338.8,128.5,,,23.3,,,,,,24731.8,,19.4,26.5,14,,,,43.5,,,2144.8,14521,12376.2,413.9,,,46.1,,9,93,97.1,,,297.5,7.8,31,,,,,44.4,,88.5,42,89564.9
20019,2373,4304.6,,673.7,1227.3,57.4,29.2,9.1,,,23.5,,4.5,4.4,173.1,,,,,2014.3,,,,284.3,284.3,15.3,,,16,,,,,,6839.1,,10.2,80,29.2,,,,18.9,,,314,1119.6,805.6,497.4,,,14.2,,5.3,82.4,21.6,,,183.6,1.7,13,,,,,12.9,,159.6,42.4,21744.7
20021,5872.2,48501.4,,10843.5,26384.9,768.1,,122.6,,,247.2,66.3,49.7,49.8,2181,,,,,20456.2,,,,3247.2,3247.2,80,,,12.9,,,,,,79075.2,,8.2,871.3,328.9,,,,243.3,,10.3,5614.4,19496.1,13881.8,5483.3,,,106.1,,40.7,1050.1,326.4,,,2085.7,40.1,163.7,,,,,145.8,,48.5,517.7,251667.8
