AREA_FIPS_CODE,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
20023,54127,3267.5,,10421.1,28300.8,575.5,147,96.5,,,1168.1,,38.7,20.5,1186.7,,,,,32061.7,,,,9653.2,9653.2,1726.9,,,302.6,,,,,,95893.7,194.7,178.8,31.6,3.1,,,,146.8,,,23088.5,25809.3,2720.9,1323.6,,,45.5,,379.4,981.8,882.5,,,968.5,17.7,1041.2,,,,,3.7,,2.3,174.6,306635.2
20025,15935.9,717.7,,8758,18537.8,92.3,,36.7,,,1446,,12.7,0.3,2369,,,,,9679.7,,,,220.4,220.4,411,,,711.3,,,,,,33742.1,,71.2,6.9,1.1,,,,1.3,197,,1651.3,4221.1,2569.8,663.8,,,22.2,,419.2,660.8,225.9,,,140.8,20.8,397.3,,,,,0.8,,158.4,180.7,104501.7
20027,25884.8,47850.7,,13031.3,18107.1,435.3,,95.4,,,1351.4,,35.7,308.9,1886.5,,,,,32743.9,,,102.9,2029.8,1926.9,831.2,,,96.1,,,,,,113145.2,15.2,63.1,152.5,44.8,,,,293.6,,,6442.5,23269.3,16826.8,3184,,,124.1,,341.3,466.2,124.9,,,4387.5,37.6,346.3,,,,,98.8,,34.5,282.5,316398.6
20029,20889.8,36861.6,,9903.9,14169.3,369.5,,80.2,,,1423.1,,26.4,238,1618.5,,,,,25441,,,72,1498.2,1426.3,685.3,,,147,,,,,,87339.9,12.9,96.6,131.1,34.5,,,,279.8,,,4759.5,17062.7,12303.3,2495.9,,,116.8,,288.2,397.6,102.7,,,3378,26.7,318.3,,,,,76.1,,33,247.2,244350.9
20031,10193.5,42144.7,,7033,15746.5,180.6,,37.2,,,38,,0.4,38.4,226.6,,,,,14568.4,,,,816.8,816.8,252.9,,,27,,,,,,67788.8,,22.5,66.2,40,,,,53.9,,,4826.3,34983.1,30156.9,1263.5,,,94.7,,14,192.4,250.4,,,844.6,16.6,37.6,,,,,126.7,,42.6,73.8,233015.4
20033,4303.9,852.4,,2971.7,11965.7,279.4,,35,,,875.2,,8.9,0.3,703.8,,,,,2471.2,,,,1903.6,1903.6,275.1,,,70.4,,,,,,15654.2,,61,3.2,3.6,,,,1.9,234,,342.9,5612.4,5269.4,415.9,,,19.1,,265,279.7,35.3,,,25.1,5.5,166.7,,,,,0.9,,172.2,189.4,57377.6
20035,18084.8,41764.7,,13659.1,13620.4,567.4,,101.2,,,404.3,2.6,45.9,42.4,1756.1,,,,,17585.1,24.6,,,2923.5,2923.5,110,,,119.9,,,,,,73832.3,,66.7,758.8,639.3,,,,302.7,,0.4,3313.1,12197.1,8884.2,4721.7,,,113.7,,94.7,1000.2,233.9,,,1774,25.1,211.3,,,,,136.1,,216.5,584.2,222841.5
20037,4230.3,36388.6,,8111.3,19592.3,565.9,,85.2,,,89.6,2.6,37,37.4,1531.3,,,,,15303.4,,,,2395.5,2395.5,66,,,16.2,,,,,,59137.4,,10.4,654.9,246.7,,,,115,,0.4,4252.3,14671.3,10418.9,4112.2,,,83.5,,20.5,664,233.3,,,1565.2,30.5,73.8,,,,,109.4,,67.7,290.4,187605.9
20039,39489.8,1461.5,,8063.4,22774,492.4,29.6,87.4,,,1215.1,,37.6,9.2,786.2,,,,,25054.9,,,,8890.2,8890.2,1595.3,,,594.7,,,,,,79518.8,136.4,351.5,38.7,1.4,,,,128.7,,,21307.2,23411.5,2104.4,925.8,,,73.1,,185.3,846.2,753.7,,,567.5,8.6,881.4,,,,,1.6,,2,153.6,250868.9
20041,11042.5,55408.7,,17783.7,18524.9,648.2,,139.8,,,2769.3,,17.7,9.8,2309.3,,,,,16779.1,,,,3417,3417,686.5,,,244,,,,,,106548.5,,203.2,165.5,210.4,,,,697.5,,,2212.6,14405.4,12192.7,957.4,,,238.4,,483.8,757.7,238.9,,,778.7,25.7,528.4,,,,,166.5,,64,605.9,274678.7
20043,20523.1,35237.3,,29145.3,72105.4,728.3,,91.2,,,2.1,,,158,3150.6,,,,,23138,,,178.1,2506,2327.8,824.3,,,17.9,,,,,,94216.8,,36.8,104.1,34.5,,,,119.3,,,11438.8,45435,33996.3,627.5,,,114.1,,,530.1,535.3,,,3308.2,,79.3,,1.3,,36.7,41.2,,14.9,83.6,380887.2
20045,4553.1,19370.5,,5487.8,15066.7,154.8,,30.3,,,29.4,2.6,1.9,17.6,181,,,,,7150.6,,,,586.1,586.1,255.9,,,32.8,,,,,,39445.2,,27.3,35.3,18.4,,,,49.6,,,4239.1,25713.5,21474.5,577.1,,,75,,5.6,163.5,148.4,,,408.6,16.4,34.4,,,,,58.2,,14.6,50.2,146062.1
20047,12081.5,14152,,9572.4,79761.9,2310.2,,333.7,,,1694,,30.7,5.8,10057,,,,,19092.6,1.4,,,5647,5647,671.5,,,144.1,,,,,,108557.4,,124,40.1,79.4,,,,56.3,3879.4,,4105.9,86596.6,82490.7,999.6,,,54.4,,495.4,2389.4,189.6,,,445.1,59.8,773.3,,,,,16.4,,63.7,631.4,453250.7
20049,2156,7608.1,,1273,2436.5,103.7,,15.8,,,30,,7.8,7.8,311.8,,,,,3254.8,,,,500.7,500.7,34.9,,,37.1,,,,,,11604,,23.7,143,51.6,,,,26.1,,,611.5,2159.7,1548.1,871.7,,,30.3,,8.2,135.1,38.8,,,325,3.5,17.7,,,,,22.9,,123.5,64.6,36087.7
20051,23121.8,392.9,,14158.4,25457.9,183.9,,55,,,1446.5,,36.3,0.1,1396.2,,,,,9144.5,,,,3110.6,3110.6,1011.2,,,61.1,,,,,,58440.6,,50.9,15.2,1.5,,,,411.1,,,1172,10371.2,9199.1,726.5,,,52.8,,1103.1,248.8,67,,,38.3,21.4,311.7,,,,,1.2,,106,280.2,165305.6
20053,11034.5,11061.7,,7558.5,11975.6,191.5,,49.4,,,1382.9,,18.2,2,1108.7,,,,,6634.9,,,,1586.7,1586.7,554.1,,,123.2,,,,,,41428.6,,102.5,50.6,42,,,,324.1,,,618.2,5903.4,5285.3,500,,,95.6,,502.3,242.7,60.7,,,175.8,9.4,246.2,,,,,33.2,,91.7,234.5,110815.4
20055,54540,3064.2,,128203.8,190687.8,1785.9,,419.1,,,6231.3,,59.9,1.2,37707.4,,,,,56745.2,,,,3148.1,3148.1,2464.1,,,7963.8,,,,,,281121.9,,797.2,37.2,4.6,,,,78.7,841,,13754.5,46624.9,32870.4,2536.9,,,279.2,,1965.6,2964.8,751.1,,,774.7,105.6,3340,,,,,3.4,,55.4,910.9,885987.9
20057,53959.4,8336.7,,64030.1,111019.2,922.7,,197.3,,,4630.9,,56,3.4,18226.4,,,,,50851.8,1.4,,,2109.9,2109.9,1771.9,,,1855.8,,,,,,203799.5,,184.2,70.6,19.8,,,,26.4,2285.3,,9648.2,28815.3,19167.1,3415.5,,,68.4,,1851.4,2396.3,673.8,,,1647.1,89.5,1887.1,,,,,9.9,,71.5,684,596893.7
20059,6385.1,39541.9,,7307.4,17587.9,183.2,,37.3,,,46.6,2.6,1.1,36,366.7,,,,,12434.3,,,,846.8,846.8,327.7,,,91,,,,,,62194.7,,75.8,77.6,37.5,,,,52.5,,,5016.1,35744.7,30728.8,1097.7,,,134.8,,36.8,194.9,241.7,,,793.9,17.8,36.4,,,,,118.8,,30.8,70.5,222744.2
20061,2405.6,7908.4,,3214.5,10009.2,99.5,,20.1,,,58.1,,0.7,7.2,172,,,,,3328,,,,343.4,343.4,180.8,,,49.9,,,,,,20534,,41.5,23,7.5,,,,57.1,,,2467,14536.2,12069.2,259.8,,,60.1,,24.2,105.7,75,,,163.4,9.8,40.6,,,,,23.8,,24.8,44.5,78708
20063,24418.2,1651.8,,61194.8,124648.3,915.1,25.1,176.4,,,1516.5,,31.4,0.7,3828.9,,,,,21638.4,,,,2772.5,2772.5,1456.1,,,118.8,,,,,,102728.2,24.9,45.9,5.4,1.6,,,,59.7,,,7611.9,25054.8,17442.9,1255.2,,,39.3,,558.9,667,802.2,,,730.7,75.3,1223.2,,,,,1.9,,2.5,404.6,405901.6
20065,32995.1,2652.8,,10578.1,24588.9,355.6,,62.1,,,891.1,,25.9,16.7,942.1,,,,,21098.2,,,,7102.4,7102.4,1478.4,,,214.5,,,,,,64154,128,126.7,24,2.5,,,,91,,,16503.1,18180.2,1677,805.9,,,31.6,,632,605.6,538.8,,,474.7,29.4,629.5,,,,,3,,2.3,110.9,214854.5
20067,24070.6,890.7,,55887.1,84488.2,836.7,,202.1,,,1779.4,,18.8,0.4,14246.9,,,,,25037.2,0.9,,,1363.7,1363.7,662.8,,,490.8,,,,,,125633.1,,48.1,7.9,6,,,,37.6,242.6,,5418.7,19405.9,13987.2,1144.8,,,32.4,,625.3,1426.6,369.1,,,241.5,30,1604.1,,,,,1.4,,26.7,438.2,382067.2
20069,40418,6482.9,,65602.9,102338.5,968.1,,206.3,,,4062.8,,44.9,2.6,19806.9,,,,,40407.8,,,,2024.6,2024.6,1577.3,,,3187.7,,,,,,172527.9,,319.1,57.7,9.8,,,,33.1,1779.4,,8688.6,27379.8,18691.1,2440.8,,,112.5,,1481,2040.1,542,,,1307.5,74.6,1836.1,,,,,7.2,,60,597.1,529141.3
20071,41969.6,,,45396.9,114260.7,877.5,,177.5,,,2330.4,,44,,4018.2,,,,,29992.8,,,,4025.6,4025.6,1613.1,,,19.1,,,,,,113663,50.8,7.4,0.1,,,,,40.7,,,9408.5,27366.9,17958.6,1960.1,,,17.8,,1139.8,730.8,1192.6,,,1003.6,58.4,1044.7,,,,,,,0.4,422,424817.2
20073,5091.1,16117.1,,2387.9,3769.6,204.6,,27.9,,,22.4,2.6,16.8,16.5,598.9,,,,,6875.5,,,,1072.1,1072.1,25.5,,,21.6,,,,,,23732.5,,13.8,292.7,109.3,,,,18.9,,0.4,1077,3885,2808,1818.1,,,33.2,,23.1,219.7,66.8,,,686.8,5.1,12.2,,,,,48.4,,320.2,84.4,72577.8
20075,33987.2,251.2,,30052.9,62368.6,397.1,,125.7,,,2811.6,,20.6,0.1,8583,,,,,26111.4,1.4,,,655.6,655.6,773.3,,,2175.8,,,,,,113662.1,,216.3,5.3,7.6,,,,15.4,66,,3671.2,11354.3,7683,1689.8,,,73,,675.6,1422.1,455.5,,,85.3,35.3,1129.1,,,,,1,,59.7,406.4,311685.1
20077,15486.4,7289.9,,8555.4,12450.2,1097.4,,124.3,,,3007.3,,14.3,2.8,1541.9,,,,,5374.8,37.3,,,2110,2110,275.7,,,120.4,,,,,,44257.2,,83.9,19.7,572,,,,1.2,1862.8,,1292.1,8629.1,7337,821.6,,,25.9,,247.7,1101.9,152.4,,,190.4,17,702.9,,,,,25.7,,80.8,834.7,127854.1
20079,11868,51232.4,,9891.3,62017.4,2878.4,,345.7,,,1097.1,2.6,58.1,20.8,13295.1,,,,,36261.9,5.8,,,5604.5,5604.5,360.7,,,82.6,,,,,,133767.1,,68.3,139.5,300.2,,,,51.3,14040.6,,8196,97189,88993.1,702.5,,,36,,194,3063.9,266.5,,,1475.7,52.6,875.1,,,,,59.6,,20.8,779.3,550898
20081,24463,5227.5,,79870,112497.2,1267.1,,257,,,2071.5,,29.2,2.1,22254.4,,,,,35144.3,1.4,,,2330.9,2330.9,1035,,,1097.4,,,,,,172058,,108.3,44.2,15.1,,,,52.5,1431.9,,8362.3,29673,21310.7,1692.4,,,57.7,,966.5,1664.2,351,,,1083.2,46.9,2040.5,,,,,6.5,,21.4,522.1,531387.3
20083,29912.1,1038.3,,25483.7,50478.1,302.5,,94.5,,,2343.5,,24,0.4,5894.6,,,,,21942.9,,,,603.9,603.9,741.3,,,561.7,,,,,,88480.4,,56.2,9.4,1.6,,,,9.8,285,,3714.9,10565.4,6850.5,1425.1,,,21.7,,796.9,1222,394,,,212.7,38.1,894.8,,,,,1.2,,95.9,344.5,255445.5
20085,11363.6,23875.3,,13818.6,32754.7,451.7,,49.7,,,26.3,,,107.1,1704.8,,,,,14042.4,,,80.5,1253.7,1173.1,397.8,,,30.7,,,,,,52608.3,,63.2,74,23.2,,,,67.5,,,5596.5,23535.6,17939.1,405.2,,,87.4,,8,312,296.1,,,2243.9,0.4,51.6,,3.1,,16.6,27.9,,37.1,60.7,204587.4
20087,10890.8,21472.8,,14264.3,34308.2,417.2,,47.9,,,31.8,,,96.3,1727,,,,,13228.9,,,83.9,1268.9,1185,447.6,,,55.6,,,,,,50701,,114.6,71.8,21.1,,,,62.9,,,5737.9,23472.3,17734.3,371.4,,,141.5,,25,292.9,284.9,,,2009.6,1.2,45.6,,1.7,,17.3,25.1,,19.9,52.4,200730.6
20089,34172.4,51554.6,,17878.5,27397.4,582.6,,127.4,,,2173.4,,59.2,332.8,2599.2,,,,,39249.7,,,150.2,2982,2831.8,1271.9,,,181.1,,,,,,140092.6,23.6,119,178.8,48.2,,,,448.2,,,9470.2,33854.1,24383.8,3520.6,,,176.3,,530,630.4,159.2,,,4783.5,55.1,515.5,,,,,106.4,,48,400.4,403088.1
20091,2262.4,12613.4,,3120.4,8236.2,83.6,,16.4,,,11.5,,0.2,11.5,102.9,,,,,4250.3,,,,340.2,340.2,142.4,,,21.9,,,,,,23062.9,,18.2,23.1,12,,,,21.6,,,2345.2,14782.3,12437,354,,,45.3,,5.3,88.3,89.1,,,255.7,8.9,14.8,,,,,37.9,,5.2,25.7,85186
20093,33808.1,1188.7,,48065.4,81215.1,618.8,,162.5,,,4269.9,,31.7,0.5,16923.4,,,,,28964.9,,,,1137.3,1137.3,1442.9,,,6726,,,,,,133283.1,,673.3,20.1,1.8,,,,25.3,326.3,,5838.9,18508.7,12669.8,1598,,,216.4,,1032.2,1506.1,439,,,328.2,60,1384.4,,,,,1.3,,55,442.7,404103.1
20095,12771.2,10310.4,,7170.7,20769.1,1280.8,,151.7,,,3070.8,,20.1,4.1,3189.3,,,,,8292,20.9,,,2672,2672,410.6,,,250.5,,,,,,47481.1,,205.5,30.3,347,,,,8.4,2752.5,,1843.3,19747.5,17904.4,865.4,,,64.9,,275.4,1302.2,159.8,,,296.6,20.8,707.2,,,,,21.3,,104.6,802.3,167996.7
20097,10390,10159,,8009.8,41390.2,1134.4,,153.4,,,1290.3,,23.1,4.1,4895.1,,,,,11720.6,9.7,,,4127.1,4127.1,529,,,156,,,,,,62603.4,,129.9,29.1,183.5,,,,22.9,2752.5,,2398.4,40015.3,37617.1,824.6,,,46.3,,434.1,1177.3,103.3,,,296.2,30.9,411.7,,,,,15.8,,103,373.3,247687.5
20099,4715.6,36789,,7961.5,18884,570.8,,81.8,,,45.4,54,37.2,37.8,1601.9,,,,,15505.3,,,,2378.6,2378.6,72.1,,,25.6,,,,,,59778.6,,16.4,663.7,249.4,,,,83.5,,8.4,4201.6,14422.5,10221,4167.2,,,87.6,,12.1,625.3,226.1,,,1582,29.7,52.4,,,,,110.6,,109.2,246,188032.5
20101,31692,896.4,,18660.2,64913,386.7,,79.9,,,1432.8,,39.1,0.4,2426.6,,,,,20782.3,,,,3977.1,3977.1,1303.7,,,27.4,,,,,,73339.1,57.9,10.6,2.7,0.9,,,,12.5,,,8136.9,21394.8,13258,1236.5,,,8.6,,1297.4,349.2,641.8,,,602.8,27.4,417.8,,,,,1,,1.3,195,271586.9
20103,6239.5,17018,,6273,13675.1,292.8,,27.3,,,20,,,76.3,889,,,,,9064.6,,,33.5,624.5,591,171.2,,,18.6,,,,,,30821.9,,38.3,52.2,17.6,,,,34,,,2678.6,12364,9685.3,283.7,,,48.4,,4.6,189.4,169.6,,,1597,0.2,30.2,,1.1,,6.9,19.9,,13.3,41.7,113112.3
20105,10119.3,17711.8,,9235.1,13100.4,250.4,,59.5,,,1400.6,,18.6,3.1,1199.4,,,,,7846,,,,1893.1,1893.1,556,,,111.5,,,,,,49565.5,,92.8,60.8,67.3,,,,350.1,,,865.6,7283.5,6418,515.9,,,98,,512.9,305.5,85.8,,,266.2,12,265.6,,,,,53.2,,88.1,272,132576.7
20107,6003.7,39977.4,,6015.6,12532.4,150.9,,31.5,,,29.4,0.9,0.3,36.4,193,,,,,12102.7,,,,711.4,711.4,200.5,,,18.9,,,,,,56848.2,,15.7,61.3,37.9,,,,42.9,,,4014.2,30411,26396.9,1062.4,,,80.5,,9.6,161.2,228.2,,,799.4,13.4,29.9,,,,,120.2,,30.7,64.6,199144.6
20109,27708.8,237.6,,54966.8,116600.2,841.1,,163.8,,,1442.5,,24.9,0.1,3270.2,,,,,22352.8,,,,2754.2,2754.2,1372.4,,,39.4,,,,,,99678.1,27.4,15.2,1,0.2,,,,53.1,,,7321.7,23500.4,16178.7,1357.1,,,25.3,,614.8,624.7,799.3,,,700.6,67.6,1111,,,,,0.3,,3.2,377.1,386985.8
20111,7349.8,42094.6,,7176,16387.5,181.5,,37.3,,,41.5,2.6,2.4,38.3,311.3,,,,,13317.1,,,,835.7,835.7,284.7,,,56.2,,,,,,64299.9,,46.8,73.1,39.9,,,,52.9,,,4896.9,35593.7,30697,1162.9,,,113.7,,23.6,193.4,250.8,,,857.6,16.9,36.8,,,,,126.5,,71.8,73.1,227579.5
20113,14131.2,53356.5,,22258.3,23689.9,764.3,,170.3,,,2777.8,,18.6,9.5,2243.4,,,,,17937.9,,,,4313.6,4313.6,566.7,,,130.2,,,,,,116997.4,,108.4,134.6,202.7,,,,882.5,,,3266,17420,14153.9,904.9,,,183,,443.5,902.5,304.1,,,780.3,40.4,667.5,,,,,160.4,,64.5,755.8,305054.2
20115,11840.3,54075.7,,22781.6,20407.8,692.2,,136.1,,,2056.5,,24.7,9.6,2402,,,,,17970.9,1.4,,,4326.4,4326.4,422.5,,,221.2,,,,,,116649.3,,182.1,156.9,212.5,,,,521.2,,,3854,18021,14167,1000.7,,,252.3,,149.9,772.7,318.8,,,919.7,46.9,391.4,,,,,163.2,,105.4,563.6,300143.9
20117,37344.5,75079.5,,48237.1,115746.8,1490.5,,172.2,,,198.1,,,336.7,5984.2,,,,,45949.8,,,282.4,4313.2,4030.8,1438.7,,,101.6,,,,,,174497,,209.3,233.7,73,,,,278.5,,,19460.4,80039.2,60578.9,1297,,,469.6,,85.5,1059.5,995.8,,,7024,4,212,,2.5,,58.3,87.7,,30.1,224.8,687626.9
20119,25746.2,13556.8,,52921.5,78206.5,1218.6,,194.9,,,1834.8,,17.2,5.5,20372,,,,,41589.8,,,,2561.4,2561.4,613,,,535.8,,,,,,171351,,53.6,111.1,20.5,,,,35.1,3721,,6523.3,24138.4,17615.2,3073,,,32.9,,569.4,1965.6,425.8,,,2673,27.5,1813.3,,,,,15,,140.1,578.3,476818.5
20121,4681.4,26428,,5011.8,11953.6,130.3,,26.4,,,23.6,2.6,0.3,24.1,129,,,,,8525,,,,569.3,569.3,181.1,,,8.1,,,,,,42357,,6.7,39.4,25.1,,,,36.5,,,3556.8,24489.8,20932.8,720.1,,,58.6,,9.9,138.5,165.3,,,531.4,12.7,25.3,,,,,79.4,,26.6,48.1,151523.9
20123,32533.3,33635.6,,15737.8,29668.1,557.8,29.2,117.8,,,2704.6,,43.2,217.1,2695.2,,,,,29698.5,,,62.8,2302.3,2239.6,1164.3,,,130.4,,,,,,108519.4,41,85.6,118.9,31.5,,,,569.8,,,7176.5,23745.3,16568.8,2353.9,,,104,,919.8,611.7,137.9,,,3081.6,29.8,604,,,,,69.4,,32.9,415.4,318754.8
20125,4063.5,31983.9,,5267.1,9987,437.7,,65.8,,,105.1,2.6,34.2,32.8,1257.6,,,,,12973.4,,,,2035.6,2035.6,48.5,,,28.7,,,,,,47945,,18.3,578.3,216.9,,,,99.7,,0.4,2610.5,9107.8,6497.4,3595.4,,,65.3,,17.8,552.5,162.9,,,1378.3,15.1,67,,,,,96.1,,94.3,256.2,143734.3
20127,6068.9,26077.6,,6612.1,19323.7,181.9,,38.2,,,142.4,,4.7,23.7,367.9,,,,,9282,,,,769.8,769.8,282.2,,,69.1,,,,,,50193.6,,57.5,53.3,24.7,,,,109.6,,,4456.9,30957.2,26500.3,751.8,,,103.5,,98.3,194.5,182.3,,,540.6,16.6,78.3,,,,,78.4,,69.8,95.4,184576.6
20129,25577.7,166.1,,41365.1,66884.9,522.7,,141.1,,,1938.7,,24.1,0.1,9113.8,,,,,21331.9,2.3,,,904.7,904.7,743.7,,,118.1,,,,,,98615.6,,9.2,1.3,12.4,,,,23,40.6,,4738.2,15094.9,10356.6,1050,,,13.7,,800.6,1197.3,347.6,,,65.5,37.5,1165.8,,,,,1.3,,35.4,356.2,303702.4
20131,27310,60914.5,,34199.4,80605.8,1138.1,,123.2,,,60.9,,,273.2,4357.5,,,,,35461.8,,,198.2,3120,2921.8,1049.4,,,156.9,,,,,,132234.6,,323,203.5,59.5,,,,159.9,,,13900.7,58694.1,44793.4,1031.7,,,246.9,,25.1,779.7,740.6,,,5703.6,1.2,122.7,,2.1,,40.9,71.1,,24.2,149.2,511198.4
20133,3540.8,29030.8,,5778.3,12984.5,430,,61.8,,,35.3,2.6,29.2,29.8,1167.4,,,,,12039.7,,,,1840,1840,50.4,,,18.3,,,,,,45771.4,,11.7,523.4,196.8,,,,61.6,,0.4,3035.4,10384.8,7349.6,3273.5,,,64.5,,5,469.8,167.1,,,1246,20.5,38.4,,,,,87.3,,91.9,188.7,141866.7
20135,37660.4,312.8,,24624.9,78990.7,490.9,,101,,,1805.4,,42.6,0.1,2856.2,,,,,24873.3,,,,4230.8,4230.8,1478.8,,,127.8,,,,,,88148.9,60.3,49.4,1.8,0.3,,,,18.4,,,8885.4,23790.5,14905,1557.1,,,25.6,,1352.9,431.7,768.2,,,769.8,35.6,550.1,,,,,0.4,,3.3,244.1,323425.3
20137,29068.8,7357.8,,13087.7,28960.9,415.4,,106.1,,,850.5,,58.6,46.2,811,,,,,24631.5,,,,13807.5,13807.5,2318.6,,,446,,,,,,92123.8,82.9,263.6,58.5,6.9,,,,115.1,,,33144.8,36464.8,3320,1041.1,,,67.9,,227.2,707.5,561.6,,,507.2,10.6,577.7,,,,,8.3,,2.6,167.8,305234
20139,7849.7,41894.4,,8324.7,20647.4,217,,44,,,59.8,2.6,1.1,38.1,247.4,,,,,13759.5,,,,949.6,949.6,307.6,,,23.5,,,,,,69215.1,,19.5,65,39.7,,,,70.4,,,5855.8,40360.2,34504.4,1154.8,,,101.1,,35.7,230.7,265.9,,,842.9,21.2,49.2,,,,,125.9,,46.8,84.3,248404.6
20141,33310.3,17827.9,,15959.5,33419.6,401.6,,84.8,,,2317.8,,51.7,115.1,2336.4,,,,,24089.3,,,56.7,2452.6,2395.9,1237.8,,,70.2,,,,,,92549,48.8,46.1,63.3,16.7,,,,434.8,,,7625.3,24577,16951.8,1418.9,,,65.5,,1094.8,443.7,95.5,,,1674.3,29.6,459.2,,,,,36.8,,59.5,310.3,284128.1
20143,21000.8,38987.8,,8216.8,11768.1,379,,80.5,,,1903.5,,21.3,251.7,1893.6,,,,,25159.7,,,26.8,951.5,924.6,615.5,,,258.3,,,,,,82406.5,15.4,169.7,157.8,36.5,,,,315.5,,,3147.1,10693.3,7546.2,2666.3,,,136.9,,345.9,407.3,103.7,,,3592.9,12.3,342.7,,,,,80.5,,56,253.5,224925.5
20145,16181.3,9727.5,,12803.5,76693.1,1855.8,,261.9,,,2536.9,,37.6,4,7611.7,,,,,16627.2,1.4,,,7853.7,7853.7,1057,,,257.2,,,,,,101092.4,,222,29.7,60.8,,,,38.8,2664.9,,3204.5,65507.4,62302.8,1546.5,,,78.9,,923.3,1905.7,168.6,,,298.6,49.5,721.7,,,,,11.5,,39,660.6,402890.7
20147,30798.4,15366.3,,12489.6,23930.6,357.4,29.2,78.3,,,1903.8,,45.2,99.2,1543.3,,,,,23166.3,,,123.9,2408.4,2284.5,1098.7,,,220.2,,,,,,85162.6,19.2,144.7,84.2,14.4,,,,335.8,,,7479.4,26600.5,19121,1481.2,,,141.5,,430.6,395.4,88.3,,,1444.6,45.3,377.4,,,,,31.7,,69.6,274.2,259684.9
20149,11139,20571.8,,12582,30091.6,395.8,,44.4,,,47.1,,,92.3,1865.6,,,,,12855.5,,,72.8,1135.3,1062.5,503.4,,,181.2,,,,,,47566.5,,373,92.7,20,,,,63.6,,,5112.3,21174.3,16062,378.1,,,171.7,,30.1,276.2,262,,,1923.4,1.4,48.3,,4.9,,15,24,,57.9,54.7,186352.4
20151,22653.7,19470.6,,16303.4,59511.9,2225.4,,294.5,,,2549.7,,32.8,7.6,8248.2,,,,,18621.8,54.1,,,5295.4,5295.4,595.3,,,168.6,,,,,,104653.9,,116.2,52.5,868.6,,,,39.1,5143.6,,4395.6,67509.3,63113.8,958.6,,,46.9,,470,2298.9,217.2,,,551,60.4,892.5,,,,,47.2,,53.3,863.7,413680.7
20153,59716.5,1559.7,,16663.3,42946.7,639,438.4,135.6,,,1367.7,,68.2,9.8,1172.8,,,,,40075.8,,,,16924.4,16924.4,2955.4,,,461.6,,,,,,135129.6,210.8,272.8,32,1.5,,,,175.7,,,39428.9,43292.4,3863.5,1341.2,,,73.4,,582,1107.8,946.8,,,837.8,27.1,1061.1,,,,,1.8,,3,222.7,430671.2
20155,16502.4,46048.1,,12207.5,56204.9,2791.4,,319.5,,,3833.3,,74.3,18.7,11819.5,,,,,32614.3,4.5,,,7340.4,7340.4,923.4,,,549.8,,,,,,126342,,473.9,131.7,258.7,,,,34.2,12622.6,,7169.3,75940.5,68771.2,1281.3,,,154,,557.5,2939.2,298,,,1382,47.1,1088.9,,,,,53.2,,100.7,1123.9,499362.3
20157,28391.9,54057.3,,15941.6,20450.1,424.3,,96.6,,,1240.1,,54.3,349,1814.4,,,,,38217.8,,,179.7,2867.7,2688.1,1123.8,,,208.2,,,,,,134736.7,7.6,136.8,190.9,50.6,,,,189.2,,,9133.2,33993.1,24860,3679.3,,,200.2,,171.5,450.4,130.5,,,5008.5,61.3,266.3,,,,,111.6,,27.8,258.4,381768.8
20159,17072.2,37050.6,,22598.2,28108.8,626,,144.7,,,2834.5,,31.2,6.6,2455.5,,,,,15572.1,1.4,,,4522,4522,889,,,199.8,,,,,,103536.1,,164.3,118.7,147.9,,,,790.6,,,3044.5,17326.7,14282.2,851.7,,,205.9,,751.8,750.1,254.4,,,587.6,40.7,597.9,,,,,112,,42,656.2,280895.9
